fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2023-10-22,2023-11-10,2023-11-16,19,6,25,red prestacional sabogal,arequipa,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,792927.09,2023,0
2023-08-23,2023-09-16,2023-10-05,24,19,43,red prestacional sabogal,madre de dios,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,186328.86,2023,0
2023-06-12,2023-07-16,2023-08-04,34,19,53,red prestacional lambayeque,lima,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,8864.57,2023,0
2023-02-18,2023-03-09,2023-03-27,19,18,37,red asistencial loreto,madre de dios,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,67916.86,2023,0
2025-10-29,2026-01-06,2026-02-20,69,45,114,red prestacional lambayeque,arequipa,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,224330.02,2025,1
2023-02-07,2023-03-21,2023-04-07,42,17,59,red asistencial madre de dios,la libertad,consortium,cefalexina 500 mg,adjudicacion simplificada,1,1,0,706110.63,2023,0
2022-05-16,2022-06-12,2022-08-01,27,50,77,red prestacional lambayeque,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,218530.72,2022,0
2023-11-06,2023-12-04,2023-12-24,28,20,48,red prestacional rebagliati,lambayeque,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,802059.42,2023,0
2025-08-07,2025-10-23,2025-11-21,77,29,106,red asistencial loreto,lambayeque,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,74516.58,2025,1
2022-12-14,2023-01-29,2023-02-22,46,24,70,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,419312.0,2022,0
2023-10-23,2023-11-11,2023-11-21,19,10,29,red prestacional lambayeque,loreto,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,84744.27,2023,0
2023-02-03,2023-02-22,2023-03-21,19,27,46,red prestacional sabogal,lima,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,1055193.69,2023,0
2023-12-18,2023-12-23,2024-01-02,5,10,15,red prestacional lambayeque,apurimac,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,870712.52,2023,0
2023-03-20,2023-04-25,2023-05-03,36,8,44,red prestacional rebagliati,lima,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1329641.34,2023,0
2022-08-24,2022-09-24,2022-10-30,31,36,67,red prestacional lambayeque,lambayeque,legal entity,cicloserine 250 mg,licitacion publica,0,0,1,334286.59,2022,1
2025-09-30,2025-11-09,2025-11-23,40,14,54,red asistencial la libertad,ancash,natural person,cicloserine 250 mg,subasta inversa electronica,0,1,1,23498.42,2025,0
2022-06-10,2022-08-21,2022-09-23,72,33,105,red prestacional almenara,lima,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,371116.82,2022,0
2022-06-24,2022-08-26,2022-09-08,63,13,76,red asistencial ancash,lambayeque,natural person,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,107313.8,2022,0
2024-12-31,2025-01-20,2025-02-03,20,14,34,red prestacional rebagliati,lima,consortium,cicloserine 250 mg,adjudicacion simplificada,1,0,0,1417671.6,2024,0
2022-11-04,2022-12-01,2023-01-17,27,47,74,red asistencial arequipa,la libertad,legal entity,cefalexina 500 mg,licitacion publica,0,0,1,1191074.24,2022,0
2023-08-09,2023-09-06,2023-09-20,28,14,42,red prestacional rebagliati,loreto,natural person,omeprazol 20 mg,subasta inversa electronica,0,0,0,840747.58,2023,1
2023-01-09,2023-01-29,2023-02-08,20,10,30,red asistencial la libertad,arequipa,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,1,0,6679586.49,2023,0
2022-10-16,2022-11-14,2022-11-26,29,12,41,red prestacional lambayeque,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,6174942.34,2022,1
2023-04-23,2023-05-20,2023-06-01,27,12,39,red asistencial arequipa,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,168214.22,2023,0
2024-07-23,2024-09-03,2024-09-28,42,25,67,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,422169.02,2024,0
2023-07-05,2023-07-27,2023-08-04,22,8,30,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,392071.45,2023,0
2023-12-07,2024-02-19,2024-03-06,74,16,90,red prestacional rebagliati,madre de dios,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,1222754.68,2023,1
2023-07-16,2023-08-10,2023-08-20,25,10,35,red prestacional rebagliati,la libertad,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,85077.85,2023,0
2024-09-22,2024-10-25,2024-11-08,33,14,47,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,357895.3,2024,0
2022-09-19,2022-11-15,2022-12-10,57,25,82,red asistencial la libertad,apurimac,natural person,enoxaparina 40 mg,licitacion publica,0,1,1,537390.05,2022,0
2022-09-05,2022-09-28,2022-11-18,23,51,74,red prestacional rebagliati,lambayeque,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,294987.31,2022,0
2023-04-25,2023-05-02,2023-05-25,7,23,30,red prestacional almenara,la libertad,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,985306.05,2023,0
2023-05-01,2023-05-23,2023-06-08,22,16,38,red prestacional rebagliati,la libertad,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,391940.61,2023,0
2023-05-21,2023-07-09,2023-08-07,49,29,78,red prestacional almenara,lambayeque,natural person,omeprazol 20 mg,licitacion publica,0,0,1,146582.15,2023,0
2023-03-06,2023-05-25,2023-06-15,80,21,101,red prestacional almenara,apurimac,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,465044.85,2023,1
2022-10-03,2022-11-12,2023-01-09,40,58,98,red asistencial arequipa,arequipa,consortium,meropenem 500 mg,licitacion publica,1,1,0,121438.37,2022,1
2023-11-09,2023-12-24,2024-01-17,45,24,69,red prestacional rebagliati,cusco,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,54343.88,2023,0
2023-08-27,2023-09-18,2023-10-06,22,18,40,red asistencial arequipa,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,1,732121.29,2023,0
2023-10-29,2023-11-30,2023-12-18,32,18,50,red prestacional almenara,apurimac,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,148360.35,2023,0
2022-01-10,2022-02-15,2022-03-04,36,17,53,red asistencial madre de dios,ancash,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,36922.77,2022,0
2022-08-21,2022-09-28,2022-12-01,38,64,102,red asistencial loreto,cusco,consortium,ritonavir 100 mg,licitacion publica,1,1,0,5993534.74,2022,1
2022-07-14,2022-07-16,2022-08-01,2,16,18,red prestacional lambayeque,la libertad,consortium,cefalexina 500 mg,adjudicacion simplificada,1,0,1,151599.29,2022,0
2022-01-12,2022-03-01,2022-03-13,48,12,60,red asistencial loreto,lima,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,2236660.26,2022,0
2025-06-26,2025-07-06,2025-07-21,10,15,25,red asistencial la libertad,apurimac,natural person,enoxaparina 40 mg,subasta inversa electronica,0,1,1,293554.75,2025,0
2022-06-26,2022-08-16,2022-08-26,51,10,61,red asistencial loreto,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,85697.18,2022,0
2025-08-05,2025-08-24,2025-09-12,19,19,38,red prestacional lambayeque,lima,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,188216.22,2025,0
2024-01-11,2024-01-30,2024-02-06,19,7,26,red prestacional rebagliati,lambayeque,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,218846.66,2024,0
2022-04-28,2022-06-18,2022-07-12,51,24,75,red prestacional almenara,ancash,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,846478.94,2022,0
2024-06-12,2024-07-01,2024-07-15,19,14,33,red prestacional sabogal,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,16941.96,2024,0
2023-02-08,2023-02-15,2023-02-19,7,4,11,red prestacional sabogal,lima,consortium,sulfadiazina 1% crema,contratacion directa,1,0,0,332605.23,2023,0
2024-02-22,2024-03-28,2024-04-21,35,24,59,red prestacional rebagliati,loreto,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,173214.79,2024,0
2023-08-06,2023-10-05,2023-11-09,60,35,95,red prestacional sabogal,cusco,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,2634505.49,2023,1
2023-07-25,2023-08-03,2023-08-15,9,12,21,red asistencial loreto,ancash,legal entity,ritonavir 100 mg,contratacion directa,0,1,0,252512.69,2023,0
2023-11-08,2024-01-30,2024-03-02,83,32,115,red asistencial ancash,la libertad,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,824516.69,2023,1
2023-12-26,2024-02-21,2024-04-04,57,43,100,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,986564.02,2023,0
2023-02-25,2023-05-07,2023-06-10,71,34,105,red prestacional almenara,lima,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,531072.31,2023,1
2023-04-28,2023-05-23,2023-06-12,25,20,45,red asistencial ancash,lima,legal entity,dextrometorfano 15mg/5ml,subasta inversa electronica,0,0,0,119163.42,2023,0
2023-09-10,2023-09-27,2023-10-18,17,21,38,red prestacional sabogal,lambayeque,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,1003855.94,2023,1
2023-10-13,2023-10-25,2023-10-30,12,5,17,red prestacional lambayeque,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,468217.32,2023,0
2025-09-25,2025-10-21,2025-10-22,26,1,27,red prestacional lambayeque,loreto,consortium,paracetamol 500 mg,adjudicacion simplificada,1,1,0,208675.21,2025,0
2022-10-18,2022-11-14,2022-12-11,27,27,54,red prestacional almenara,lima,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,34113.38,2022,0
2022-11-29,2022-12-24,2023-01-09,25,16,41,red prestacional sabogal,apurimac,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,1,263275.76,2022,0
2024-06-28,2024-08-25,2024-10-18,58,54,112,red asistencial arequipa,lambayeque,legal entity,meropenem 500 mg,licitacion publica,0,1,1,205312.97,2024,1
2022-12-24,2023-01-02,2023-01-10,9,8,17,red prestacional rebagliati,la libertad,consortium,ritonavir 100 mg,contratacion directa,1,1,0,98579.73,2022,1
2023-08-23,2023-09-24,2023-09-30,32,6,38,red prestacional lambayeque,lima,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,885598.4,2023,0
2023-12-09,2024-02-14,2024-03-23,67,38,105,red prestacional almenara,madre de dios,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,320939.39,2023,0
2022-07-15,2022-08-12,2022-09-04,28,23,51,red prestacional almenara,loreto,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,165580.45,2022,0
2023-11-04,2023-11-27,2023-12-03,23,6,29,red asistencial la libertad,lima,natural person,dextrometorfano 15mg/5ml,subasta inversa electronica,0,0,0,1112851.61,2023,0
2024-03-20,2024-05-21,2024-06-24,62,34,96,red prestacional rebagliati,ancash,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,85561.39,2024,0
2022-05-15,2022-06-28,2022-07-07,44,9,53,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,192180.54,2022,0
2023-01-22,2023-02-16,2023-03-18,25,30,55,red prestacional rebagliati,loreto,natural person,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,2793655.31,2023,1
2022-11-27,2022-12-22,2023-01-02,25,11,36,red prestacional sabogal,lima,natural person,meropenem 500 mg,subasta inversa electronica,0,0,1,860634.11,2022,0
2022-08-13,2022-09-19,2022-10-12,37,23,60,red prestacional sabogal,la libertad,natural person,cefalexina 500 mg,licitacion publica,0,0,0,2007739.99,2022,0
2022-02-27,2022-03-07,2022-04-05,8,29,37,red prestacional lambayeque,lambayeque,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,1,1,520366.16,2022,0
2022-04-03,2022-06-03,2022-07-02,61,29,90,red prestacional almenara,lambayeque,natural person,hipromelosa 0.3%,licitacion publica,0,0,0,142518.84,2022,0
2024-07-10,2024-07-31,2024-08-23,21,23,44,red asistencial la libertad,arequipa,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,279315.43,2024,0
2023-04-13,2023-04-17,2023-05-07,4,20,24,red prestacional almenara,apurimac,consortium,cicloserine 250 mg,subasta inversa electronica,1,1,1,644563.13,2023,0
2025-01-07,2025-01-23,2025-02-07,16,15,31,red asistencial arequipa,ancash,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,44580.43,2025,0
2024-05-07,2024-06-09,2024-07-24,33,45,78,red prestacional lambayeque,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,68812.76,2024,0
2023-02-24,2023-03-21,2023-03-31,25,10,35,red asistencial loreto,lima,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,1,0,510150.42,2023,1
2022-08-19,2022-08-25,2022-09-23,6,29,35,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,519808.78,2022,0
2023-12-28,2024-02-03,2024-02-29,37,26,63,red asistencial loreto,piura,consortium,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,1,1,1,432992.33,2023,1
2024-03-02,2024-04-28,2024-05-29,57,31,88,red prestacional almenara,arequipa,natural person,cicloserine 250 mg,licitacion publica,0,1,0,222011.52,2024,0
2023-08-28,2023-09-25,2023-10-11,28,16,44,red prestacional sabogal,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,628105.63,2023,0
2022-03-31,2022-05-24,2022-07-23,54,60,114,red asistencial loreto,loreto,consortium,omeprazol 20 mg,licitacion publica,1,0,0,1786568.71,2022,1
2023-08-20,2023-09-26,2023-10-17,37,21,58,red prestacional sabogal,madre de dios,legal entity,cefalexina 500 mg,subasta inversa electronica,0,1,0,9091.15,2023,0
2022-08-21,2022-09-04,2022-09-09,14,5,19,red prestacional sabogal,arequipa,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,0,1340183.47,2022,0
2023-12-20,2024-02-27,2024-04-05,69,38,107,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,203235.14,2023,1
2024-11-28,2025-01-20,2025-02-24,53,35,88,red prestacional rebagliati,la libertad,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,76250.21,2024,0
2022-10-19,2022-11-26,2022-12-07,38,11,49,red prestacional sabogal,lima,consortium,omeprazol 20 mg,subasta inversa electronica,1,0,0,518667.2,2022,0
2022-12-11,2023-01-25,2023-02-20,45,26,71,red asistencial arequipa,arequipa,consortium,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,1,1,1,267079.66,2022,1
2023-06-01,2023-07-07,2023-08-03,36,27,63,red asistencial madre de dios,cusco,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1174759.38,2023,0
2023-05-25,2023-08-13,2023-09-14,80,32,112,red prestacional rebagliati,piura,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,375272.94,2023,0
2025-05-10,2025-06-26,2025-08-15,47,50,97,red prestacional sabogal,cusco,consortium,sulfadiazina 1% crema,licitacion publica,1,0,0,755286.82,2025,1
2023-05-21,2023-06-22,2023-07-22,32,30,62,red asistencial loreto,piura,legal entity,ceftriaxona 1 g,licitacion publica,0,0,1,109051.54,2023,0
2023-04-03,2023-04-07,2023-05-01,4,24,28,red asistencial loreto,lambayeque,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,755720.38,2023,0
2023-04-24,2023-05-14,2023-05-25,20,11,31,red asistencial madre de dios,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,130708.07,2023,0
2023-10-11,2023-11-05,2023-11-18,25,13,38,red asistencial loreto,lambayeque,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,0,0,548061.98,2023,0
2024-05-22,2024-06-01,2024-06-16,10,15,25,red prestacional almenara,ancash,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,143364.44,2024,0
2024-08-10,2024-08-24,2024-09-06,14,13,27,red asistencial loreto,ancash,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,72868.9,2024,0
2022-08-20,2022-10-03,2022-11-09,44,37,81,red asistencial la libertad,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,274706.26,2022,1
2024-02-02,2024-02-03,2024-02-11,1,8,9,red prestacional lambayeque,lima,legal entity,clotrimazol 1%,subasta inversa electronica,0,1,0,656910.95,2024,0
2025-10-03,2025-10-20,2025-11-09,17,20,37,red prestacional rebagliati,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,1830786.22,2025,0
2023-06-19,2023-09-04,2023-09-25,77,21,98,red asistencial madre de dios,loreto,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,165799.49,2023,1
2023-05-20,2023-06-26,2023-07-17,37,21,58,red prestacional rebagliati,la libertad,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,2326774.44,2023,0
2023-12-23,2024-01-15,2024-01-26,23,11,34,red prestacional lambayeque,madre de dios,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,1177437.87,2023,0
2024-07-19,2024-08-31,2024-09-03,43,3,46,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,0,163694.66,2024,0
2023-01-23,2023-02-04,2023-02-15,12,11,23,red asistencial loreto,lima,legal entity,piperacilina/tazobactan 4g+500mg,contratacion directa,0,1,1,154032.36,2023,1
2025-08-12,2025-08-28,2025-09-07,16,10,26,red prestacional rebagliati,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,321065.09,2025,0
2024-09-26,2024-11-13,2024-12-25,48,42,90,red prestacional rebagliati,cusco,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,1299270.26,2024,0
2023-12-13,2024-01-18,2024-02-22,36,35,71,red prestacional almenara,lima,natural person,cicloserine 250 mg,licitacion publica,0,1,1,1568532.02,2023,0
2023-06-02,2023-07-02,2023-08-11,30,40,70,red prestacional sabogal,la libertad,natural person,insulina glargina 100 ui/ml,licitacion publica,0,1,1,227110.49,2023,1
2023-11-29,2024-01-31,2024-03-14,63,43,106,red prestacional rebagliati,piura,natural person,meropenem 500 mg,licitacion publica,0,1,1,42676.66,2023,1
2022-03-26,2022-05-18,2022-06-29,53,42,95,red asistencial madre de dios,ancash,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,370574.83,2022,0
2023-04-19,2023-05-06,2023-05-22,17,16,33,red asistencial loreto,lima,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,668835.64,2023,1
2022-01-31,2022-03-06,2022-03-25,34,19,53,red prestacional lambayeque,la libertad,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,1100090.39,2022,1
2024-08-16,2024-10-11,2024-11-08,56,28,84,red prestacional lambayeque,lima,natural person,insulina glargina 100 ui/ml,licitacion publica,0,1,1,687399.54,2024,0
2024-08-27,2024-09-17,2024-10-08,21,21,42,red asistencial loreto,apurimac,natural person,ritonavir 100 mg,subasta inversa electronica,0,1,0,227365.79,2024,0
2022-12-29,2023-01-24,2023-02-10,26,17,43,red prestacional sabogal,piura,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,1,2020261.56,2022,0
2023-11-06,2023-11-17,2023-11-28,11,11,22,red asistencial madre de dios,lima,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,673710.27,2023,0
2024-05-20,2024-07-03,2024-07-17,44,14,58,red prestacional almenara,lima,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,113258.3,2024,0
2023-06-05,2023-07-11,2023-09-02,36,53,89,red prestacional almenara,lima,natural person,clotrimazol 1%,licitacion publica,0,0,0,527610.7,2023,0
2022-10-26,2022-11-20,2022-11-26,25,6,31,red prestacional almenara,loreto,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,989389.44,2022,0
2024-12-10,2025-01-26,2025-03-08,47,41,88,red asistencial la libertad,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,1040461.55,2024,0
2023-04-09,2023-06-01,2023-07-09,53,38,91,red prestacional sabogal,lambayeque,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,1824781.36,2023,1
2022-02-16,2022-02-17,2022-02-28,1,11,12,red prestacional rebagliati,arequipa,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,68693.3,2022,0
2023-11-23,2023-12-16,2024-01-05,23,20,43,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,316117.52,2023,0
2024-03-07,2024-03-16,2024-04-02,9,17,26,red prestacional lambayeque,la libertad,natural person,ritonavir 100 mg,subasta inversa electronica,0,1,0,1463543.3,2024,0
2023-03-03,2023-03-28,2023-04-13,25,16,41,red prestacional sabogal,lima,natural person,ritonavir 100 mg,adjudicacion simplificada,0,1,0,384594.03,2023,0
2023-04-19,2023-05-15,2023-06-09,26,25,51,red prestacional rebagliati,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,6325281.82,2023,1
2024-06-15,2024-07-31,2024-09-17,46,48,94,red prestacional almenara,madre de dios,natural person,cefalexina 500 mg,licitacion publica,0,0,1,113024.26,2024,0
2022-02-06,2022-03-12,2022-03-25,34,13,47,red asistencial loreto,lambayeque,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,1,282478.21,2022,0
2024-04-28,2024-06-19,2024-07-18,52,29,81,red prestacional rebagliati,loreto,natural person,sodio cloruro 0.9%,licitacion publica,0,0,1,263252.33,2024,0
2025-03-27,2025-04-09,2025-04-15,13,6,19,red prestacional sabogal,apurimac,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,44460.63,2025,0
2025-02-21,2025-04-02,2025-04-19,40,17,57,red prestacional lambayeque,arequipa,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,1,0,3290.1,2025,0
2023-04-01,2023-04-18,2023-05-08,17,20,37,red prestacional sabogal,apurimac,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,419423.38,2023,0
2025-10-16,2025-11-03,2025-11-28,18,25,43,red prestacional sabogal,lima,natural person,cicloserine 250 mg,subasta inversa electronica,0,1,0,217441.02,2025,0
2025-12-03,2026-01-01,2026-02-07,29,37,66,red prestacional lambayeque,lima,consortium,ritonavir 100 mg,licitacion publica,1,1,0,278838.21,2025,0
2023-10-25,2023-11-18,2023-12-04,24,16,40,red prestacional almenara,lambayeque,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,1067812.3,2023,0
2023-07-23,2023-10-01,2023-10-18,70,17,87,red prestacional rebagliati,lima,natural person,meropenem 500 mg,licitacion publica,0,1,1,327527.1,2023,0
2024-08-25,2024-09-10,2024-10-21,16,41,57,red prestacional almenara,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,98757.75,2024,0
2023-06-04,2023-07-07,2023-07-15,33,8,41,red asistencial madre de dios,la libertad,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,2443980.63,2023,0
2024-08-27,2024-09-25,2024-10-08,29,13,42,red asistencial la libertad,la libertad,legal entity,enoxaparina 40 mg,subasta inversa electronica,0,1,1,854273.7,2024,0
2025-05-16,2025-06-09,2025-07-05,24,26,50,red prestacional rebagliati,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,666791.77,2025,0
2023-12-28,2024-01-19,2024-02-01,22,13,35,red prestacional sabogal,loreto,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,780161.8,2023,0
2022-03-05,2022-03-18,2022-03-26,13,8,21,red prestacional rebagliati,cusco,legal entity,sodio cloruro 0.9%,contratacion directa,0,0,1,295000.44,2022,0
2023-05-03,2023-05-19,2023-05-26,16,7,23,red asistencial loreto,lima,natural person,cicloserine 250 mg,contratacion directa,0,1,1,109669.98,2023,0
2025-09-11,2025-09-20,2025-09-25,9,5,14,red prestacional sabogal,lima,consortium,cicloserine 250 mg,adjudicacion simplificada,1,1,1,47145.03,2025,0
2022-04-24,2022-05-09,2022-05-29,15,20,35,red prestacional almenara,ancash,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,128332.15,2022,0
2022-01-20,2022-02-15,2022-02-21,26,6,32,red asistencial loreto,la libertad,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,228274.28,2022,0
2022-01-16,2022-02-08,2022-02-24,23,16,39,red prestacional sabogal,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,856137.13,2022,0
2023-05-25,2023-06-20,2023-07-05,26,15,41,red prestacional almenara,lambayeque,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,920153.25,2023,0
2024-07-26,2024-08-18,2024-09-09,23,22,45,red prestacional rebagliati,la libertad,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,66770.91,2024,0
2022-01-19,2022-03-20,2022-05-02,60,43,103,red prestacional lambayeque,arequipa,legal entity,ritonavir 100 mg,licitacion publica,0,0,1,45755.39,2022,0
2025-06-15,2025-06-28,2025-08-06,13,39,52,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,1294124.23,2025,0
2022-02-07,2022-02-24,2022-03-11,17,15,32,red prestacional almenara,loreto,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,279085.53,2022,0
2024-06-29,2024-08-19,2024-09-04,51,16,67,red prestacional lambayeque,madre de dios,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,32833.54,2024,0
2022-12-15,2023-01-06,2023-01-20,22,14,36,red prestacional almenara,loreto,natural person,meropenem 500 mg,adjudicacion simplificada,0,1,1,1036760.09,2022,0
2022-04-15,2022-05-24,2022-06-05,39,12,51,red prestacional rebagliati,ancash,legal entity,ritonavir 100 mg,licitacion publica,0,1,1,1801347.51,2022,0
2023-04-10,2023-04-25,2023-05-23,15,28,43,red prestacional rebagliati,la libertad,natural person,clotrimazol 1%,subasta inversa electronica,0,1,0,226260.6,2023,0
2022-03-31,2022-05-13,2022-06-15,43,33,76,red asistencial la libertad,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,0,1820989.3,2022,0
2023-10-27,2023-12-01,2023-12-14,35,13,48,red prestacional almenara,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,49935.88,2023,0
2022-11-28,2023-01-05,2023-01-09,38,4,42,red prestacional rebagliati,lima,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,1,634445.88,2022,0
2023-03-20,2023-04-25,2023-06-01,36,37,73,red prestacional rebagliati,cusco,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,533518.17,2023,1
2022-03-14,2022-04-12,2022-05-01,29,19,48,red prestacional rebagliati,lima,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,521296.44,2022,0
